name,origin,genres,yearsActive,links,intro,about
"combobox","Portland, Oregon, USA","Rock,Punk","2022-present","https://www.combobox.band,https://soundcloud.com/user-413903244-326605094","Combobox is an alt-punk band from Portland, Oregon founded by [[scribble t | Tyler Schreiber]]","Combobox is Zach Kay, Tyler Schreiber, Ben Hedwall, and Cody Iott."
